Timestamp,UserID,Role,Resource Accessed,Action,Location,MFA Used,Success,Risk Score
2025-03-20 16:40:12,u094,Employee,/admin/panel,logout,IN,False,False,0.24
2025-03-23 19:19:30,u030,Guest,/files/projectX.docx,login,UK,True,False,0.66
2025-04-13 02:07:05,u084,Admin,/admin/panel,logout,UK,False,True,0.53
2025-04-11 14:42:59,u009,Employee,/files/projectX.docx,logout,DE,True,False,0.43
2025-03-20 11:08:17,u037,Guest,/admin/panel,download,US,False,False,0.42
2025-04-02 15:28:29,u057,Guest,/vpn/connect,download,UK,False,False,0.81
2025-03-19 02:19:30,u029,Employee,/files/projectX.docx,delete,UK,True,False,0.05
2025-04-01 14:55:37,u013,Employee,/email/inbox,download,IN,True,True,0.82
2025-03-20 06:53:10,u099,Admin,/email/inbox,logout,CN,False,False,0.67
2025-03-16 10:04:57,u096,Admin,/dev/api,delete,UK,False,False,0.39
2025-04-13 01:08:46,u095,Employee,/email/inbox,download,UK,True,True,0.97
2025-03-15 16:53:28,u036,Employee,/dev/api,upload,DE,True,True,0.52
2025-03-24 02:23:51,u089,Contractor,/vpn/connect,delete,US,True,True,0.37
2025-03-23 15:11:26,u058,Employee,/vpn/connect,delete,CN,True,True,0.25
2025-03-20 16:01:51,u076,Guest,/admin/panel,login,UK,True,True,0.92
2025-04-06 22:01:49,u033,Admin,/vpn/connect,download,IN,True,True,0.78
2025-03-24 21:01:19,u060,Guest,/email/inbox,login,UK,True,False,0.55
2025-03-17 14:51:06,u054,Admin,/files/projectX.docx,download,CN,True,True,0.77
2025-03-15 18:13:35,u032,Employee,/vpn/connect,logout,DE,True,False,0.22
2025-04-10 01:45:46,u012,Employee,/vpn/connect,login,UK,True,False,0.32
2025-04-04 07:33:52,u003,Contractor,/admin/panel,login,UK,True,True,0.33
2025-03-19 13:56:20,u037,Admin,/vpn/connect,logout,UK,True,False,0.06
2025-03-27 06:30:41,u091,Employee,/dev/api,login,IN,False,True,0.01
2025-03-18 01:14:37,u025,Contractor,/files/projectX.docx,delete,DE,True,True,0.11
2025-03-25 08:58:03,u004,Admin,/vpn/connect,delete,IN,False,True,0.87
2025-03-18 03:32:09,u086,Contractor,/vpn/connect,login,DE,True,True,0.12
2025-03-29 06:26:41,u022,Admin,/vpn/connect,logout,CN,True,False,0.33
2025-03-31 15:48:17,u030,Employee,/dev/api,login,DE,False,True,0.72
2025-04-04 19:44:22,u094,Contractor,/admin/panel,delete,CN,False,False,0.74
2025-03-23 09:46:06,u029,Admin,/files/projectX.docx,delete,UK,False,False,0.63
2025-03-17 14:48:08,u035,Guest,/vpn/connect,login,IN,True,True,0.65
2025-04-08 02:27:42,u020,Admin,/files/projectX.docx,download,US,False,False,0.48
2025-04-06 07:55:48,u089,Admin,/files/projectX.docx,logout,US,True,False,0.26
2025-03-16 13:33:44,u002,Employee,/files/projectX.docx,logout,CN,False,True,0.83
2025-04-12 14:38:17,u023,Guest,/admin/panel,logout,UK,True,True,0.71
2025-03-19 13:15:52,u082,Admin,/email/inbox,upload,US,True,False,0.7
2025-04-02 15:33:09,u068,Contractor,/dev/api,delete,DE,False,True,0.2
2025-03-24 07:56:56,u016,Guest,/admin/panel,delete,US,True,True,0.12
2025-03-27 06:45:35,u065,Employee,/vpn/connect,logout,US,False,False,0.52
2025-04-01 01:25:47,u020,Contractor,/files/projectX.docx,logout,US,True,True,0.72
2025-04-06 11:31:27,u051,Employee,/dev/api,upload,IN,True,False,0.89
2025-04-11 07:30:40,u071,Employee,/email/inbox,delete,US,False,False,0.92
2025-03-22 21:04:36,u002,Contractor,/files/projectX.docx,download,US,True,True,0.89
2025-03-24 12:40:41,u041,Admin,/email/inbox,login,US,False,False,0.69
2025-03-17 11:19:01,u062,Guest,/email/inbox,download,US,False,True,0.32
2025-03-22 08:00:33,u011,Contractor,/email/inbox,upload,CN,True,True,0.14
2025-03-22 12:22:22,u081,Contractor,/email/inbox,delete,US,False,True,0.62
2025-03-31 06:30:20,u038,Admin,/files/projectX.docx,download,DE,True,True,0.48
2025-04-09 08:33:53,u065,Employee,/email/inbox,upload,US,False,True,0.55
2025-03-26 19:45:16,u084,Admin,/dev/api,download,IN,False,False,0.8
2025-03-20 08:14:44,u096,Employee,/email/inbox,download,DE,True,True,0.39
2025-04-12 14:59:42,u050,Employee,/vpn/connect,delete,CN,False,True,0.37
2025-04-05 03:00:57,u025,Guest,/email/inbox,login,DE,True,True,0.32
2025-03-23 03:21:44,u007,Guest,/files/projectX.docx,download,CN,False,True,0.96
2025-03-15 07:03:58,u090,Guest,/vpn/connect,login,CN,True,False,0.35
2025-04-06 13:09:58,u027,Contractor,/admin/panel,delete,US,True,True,0.28
2025-04-03 13:15:25,u033,Admin,/admin/panel,login,UK,True,False,0.55
2025-04-11 06:44:49,u097,Admin,/files/projectX.docx,download,US,False,False,0.74
2025-04-08 08:14:41,u059,Admin,/email/inbox,delete,US,False,True,0.54
2025-03-29 18:32:37,u094,Admin,/email/inbox,login,IN,False,True,0.64
2025-03-31 23:47:40,u039,Employee,/email/inbox,download,IN,False,True,0.54
2025-04-02 12:29:01,u085,Contractor,/admin/panel,upload,CN,True,True,0.42
2025-03-26 20:02:25,u016,Guest,/email/inbox,download,US,True,True,0.54
2025-03-22 02:25:17,u001,Employee,/files/projectX.docx,upload,CN,False,False,0.62
2025-04-10 20:49:45,u004,Guest,/vpn/connect,login,DE,False,False,0.81
2025-03-15 06:10:19,u028,Admin,/email/inbox,logout,US,False,True,0.27
2025-04-05 21:14:17,u062,Admin,/email/inbox,logout,UK,True,True,0.1
2025-03-18 11:48:37,u093,Guest,/admin/panel,delete,UK,True,False,0.5
2025-03-30 23:03:14,u090,Contractor,/admin/panel,logout,IN,True,True,0.3
2025-03-16 20:55:22,u001,Employee,/email/inbox,logout,UK,False,False,0.97
2025-04-10 01:51:39,u015,Guest,/vpn/connect,logout,UK,False,True,0.09
2025-03-28 06:56:07,u065,Contractor,/files/projectX.docx,upload,UK,False,False,0.95
2025-03-21 04:46:47,u008,Contractor,/admin/panel,logout,DE,True,False,0.34
2025-03-26 07:27:17,u077,Guest,/email/inbox,login,CN,True,True,0.88
2025-04-07 01:03:07,u036,Guest,/email/inbox,logout,US,True,False,0.69
2025-03-31 18:03:19,u036,Employee,/admin/panel,upload,CN,False,False,0.86
2025-04-13 06:32:32,u012,Guest,/email/inbox,logout,CN,True,True,0.68
2025-03-28 15:05:05,u021,Guest,/dev/api,upload,US,False,False,0.15
2025-04-01 02:10:57,u017,Admin,/admin/panel,logout,UK,True,True,0.93
2025-04-12 07:24:22,u047,Employee,/dev/api,delete,IN,True,True,0.65
2025-03-21 01:52:30,u081,Employee,/dev/api,login,CN,False,True,0.26
2025-03-29 17:12:20,u031,Employee,/email/inbox,upload,DE,False,True,0.81
2025-04-02 11:45:20,u068,Admin,/files/projectX.docx,login,DE,True,False,0.29
2025-04-03 18:30:53,u092,Employee,/admin/panel,delete,CN,False,True,0.12
2025-03-18 13:43:55,u023,Employee,/admin/panel,logout,US,True,True,0.94
2025-03-14 17:27:31,u080,Employee,/dev/api,login,CN,True,False,0.43
2025-04-12 12:24:54,u009,Employee,/vpn/connect,delete,CN,False,True,0.02
2025-03-23 23:44:22,u052,Admin,/dev/api,delete,CN,True,True,0.39
2025-03-30 21:17:20,u078,Guest,/files/projectX.docx,delete,CN,True,True,0.79
2025-03-22 10:11:21,u081,Guest,/vpn/connect,download,CN,False,True,0.17
2025-03-26 06:37:21,u034,Admin,/dev/api,delete,CN,False,False,0.64
2025-03-25 11:36:38,u095,Contractor,/admin/panel,upload,CN,False,True,0.36
2025-04-05 09:47:53,u005,Guest,/dev/api,upload,CN,True,True,0.78
2025-04-02 00:50:23,u095,Admin,/files/projectX.docx,download,US,True,True,0.2
2025-04-11 05:37:37,u039,Admin,/vpn/connect,delete,UK,False,False,0.56
2025-04-03 18:30:04,u056,Employee,/vpn/connect,logout,DE,False,True,0.59
2025-03-16 04:26:09,u022,Contractor,/vpn/connect,download,IN,True,True,0.42
2025-04-03 04:21:28,u011,Contractor,/files/projectX.docx,logout,US,False,True,0.06
2025-04-11 04:50:09,u090,Guest,/admin/panel,delete,DE,True,True,0.87
2025-04-03 22:57:07,u044,Employee,/vpn/connect,download,CN,True,False,0.59
2025-03-16 22:11:06,u011,Guest,/admin/panel,upload,IN,False,False,0.07
2025-03-22 16:42:29,u095,Guest,/vpn/connect,login,DE,True,False,0.1
2025-04-05 06:33:20,u079,Guest,/vpn/connect,delete,IN,True,True,0.33
2025-03-17 18:06:56,u073,Guest,/vpn/connect,delete,UK,True,False,0.94
2025-03-27 05:42:14,u078,Guest,/vpn/connect,login,UK,False,False,0.03
2025-03-22 07:24:03,u020,Guest,/vpn/connect,logout,DE,False,False,0.06
2025-04-05 07:44:07,u091,Guest,/files/projectX.docx,upload,CN,True,False,0.91
2025-04-09 06:21:00,u083,Employee,/admin/panel,logout,CN,False,True,0.42
2025-04-07 07:23:18,u035,Admin,/admin/panel,login,UK,True,False,0.06
2025-04-10 21:46:00,u097,Admin,/vpn/connect,download,CN,False,False,0.08
2025-04-12 23:22:02,u029,Employee,/vpn/connect,upload,CN,False,True,0.06
2025-03-14 15:45:48,u084,Employee,/admin/panel,login,CN,False,False,0.29
2025-03-16 13:00:59,u002,Guest,/vpn/connect,download,IN,True,True,0.77
2025-04-07 15:54:48,u029,Guest,/vpn/connect,logout,US,False,False,0.72
2025-03-30 11:26:05,u071,Guest,/admin/panel,delete,US,False,False,0.21
2025-03-29 19:15:25,u016,Employee,/admin/panel,download,US,True,False,0.74
2025-04-06 07:39:05,u006,Admin,/files/projectX.docx,delete,US,False,False,0.45
2025-03-17 01:46:13,u026,Admin,/dev/api,upload,IN,True,True,0.21
2025-04-03 19:21:10,u040,Guest,/dev/api,logout,CN,False,True,0.67
2025-03-23 18:43:12,u076,Guest,/vpn/connect,delete,CN,True,False,0.71
2025-04-10 06:48:14,u070,Employee,/dev/api,delete,US,False,True,0.51
2025-03-18 16:55:44,u015,Admin,/admin/panel,upload,CN,False,False,0.86
2025-03-20 23:45:05,u032,Contractor,/files/projectX.docx,login,IN,True,False,0.19
2025-03-15 08:50:37,u083,Guest,/admin/panel,login,UK,False,False,0.87
2025-04-03 03:49:59,u035,Guest,/vpn/connect,login,US,True,True,0.37
2025-04-03 22:05:17,u003,Employee,/files/projectX.docx,upload,UK,True,False,0.49
2025-03-30 00:03:21,u033,Employee,/dev/api,download,IN,True,True,0.16
2025-03-14 19:38:08,u029,Contractor,/vpn/connect,upload,UK,False,True,0.71
2025-03-25 00:27:25,u039,Employee,/dev/api,upload,IN,True,False,0.18
2025-03-15 08:20:00,u089,Admin,/files/projectX.docx,logout,DE,True,True,0.69
2025-03-14 18:25:46,u060,Admin,/email/inbox,delete,DE,True,True,0.16
2025-04-09 07:15:01,u072,Contractor,/email/inbox,delete,CN,False,False,0.69
2025-04-13 08:47:11,u016,Contractor,/files/projectX.docx,logout,UK,False,True,0.69
2025-03-19 09:36:35,u024,Admin,/dev/api,delete,DE,True,False,0.13
2025-03-23 21:35:04,u065,Employee,/vpn/connect,upload,IN,True,True,0.87
2025-03-20 10:12:57,u005,Employee,/files/projectX.docx,download,US,True,True,0.88
2025-04-13 04:28:23,u041,Admin,/vpn/connect,delete,US,False,True,0.99
2025-03-24 06:58:16,u014,Employee,/admin/panel,login,DE,False,False,0.22
2025-03-29 08:01:22,u021,Guest,/admin/panel,upload,CN,True,True,0.31
2025-03-28 05:53:10,u089,Employee,/files/projectX.docx,upload,DE,True,False,0.59
2025-03-23 11:59:08,u079,Employee,/vpn/connect,upload,UK,False,True,0.5
2025-03-19 12:24:06,u005,Employee,/admin/panel,login,UK,True,False,0.01
2025-04-06 17:48:11,u041,Employee,/dev/api,download,IN,False,True,0.77
2025-04-02 21:52:02,u069,Contractor,/email/inbox,logout,UK,False,False,0.83
2025-03-18 14:27:25,u093,Employee,/dev/api,login,IN,False,True,0.63
2025-03-15 17:08:04,u075,Admin,/vpn/connect,download,DE,True,False,0.52
2025-03-27 23:44:51,u070,Admin,/dev/api,login,IN,False,False,0.14
2025-04-05 15:26:26,u032,Guest,/admin/panel,login,US,False,False,0.56
2025-03-20 06:34:31,u009,Admin,/email/inbox,delete,UK,True,False,0.83
2025-03-27 02:30:49,u012,Admin,/dev/api,login,DE,False,False,0.85
2025-03-21 03:07:44,u005,Admin,/email/inbox,delete,UK,False,False,0.57
2025-04-08 22:32:06,u056,Admin,/admin/panel,delete,CN,True,False,0.85
2025-03-31 12:01:43,u082,Contractor,/files/projectX.docx,delete,DE,True,False,0.47
2025-03-20 05:47:41,u052,Admin,/email/inbox,login,CN,True,True,0.2
2025-03-22 03:37:06,u011,Employee,/dev/api,login,IN,False,True,0.69
2025-03-28 04:03:13,u026,Contractor,/email/inbox,login,CN,True,False,0.33
2025-03-15 13:19:24,u049,Employee,/admin/panel,delete,IN,False,True,0.04
2025-03-16 16:57:47,u069,Admin,/files/projectX.docx,delete,UK,False,False,0.04
2025-03-16 15:03:32,u059,Guest,/dev/api,logout,UK,False,False,0.66
2025-03-24 15:22:56,u039,Admin,/email/inbox,upload,CN,False,True,0.48
2025-03-27 06:13:10,u034,Admin,/files/projectX.docx,download,CN,True,True,0.81
2025-04-10 18:12:51,u100,Employee,/dev/api,delete,UK,False,True,0.77
2025-03-29 22:21:00,u061,Admin,/admin/panel,login,IN,True,False,0.5
2025-04-01 11:08:42,u010,Guest,/dev/api,login,CN,True,True,0.41
2025-04-11 04:49:50,u014,Contractor,/files/projectX.docx,login,DE,True,True,0.44
2025-03-16 16:37:17,u032,Guest,/dev/api,login,UK,True,True,0.9
2025-04-13 03:35:02,u035,Guest,/dev/api,logout,IN,False,False,0.86
2025-04-07 15:48:01,u065,Contractor,/email/inbox,download,IN,False,False,0.41
2025-04-05 22:03:55,u094,Contractor,/dev/api,upload,UK,True,True,0.83
2025-04-04 19:00:28,u048,Guest,/email/inbox,delete,IN,False,False,0.15
2025-04-01 17:37:03,u014,Admin,/email/inbox,login,UK,False,True,0.23
2025-04-09 18:24:54,u019,Contractor,/email/inbox,logout,US,True,True,0.24
2025-03-23 07:24:13,u014,Contractor,/dev/api,upload,US,True,False,0.1
2025-03-24 17:50:19,u092,Guest,/admin/panel,login,CN,False,False,0.44
2025-04-01 21:15:50,u041,Guest,/files/projectX.docx,logout,US,False,False,0.97
2025-04-12 03:44:00,u041,Employee,/files/projectX.docx,logout,UK,False,False,0.48
2025-03-28 18:45:49,u028,Guest,/dev/api,logout,CN,False,True,0.43
2025-03-15 02:02:55,u093,Guest,/files/projectX.docx,delete,US,True,False,0.31
2025-03-21 08:59:48,u054,Admin,/admin/panel,download,US,False,False,0.74
2025-03-21 23:38:15,u038,Guest,/dev/api,download,IN,False,False,0.27
2025-03-27 19:51:20,u094,Admin,/email/inbox,upload,IN,True,True,0.97
2025-03-30 20:07:54,u067,Employee,/files/projectX.docx,login,DE,True,False,0.05
2025-03-31 00:54:42,u045,Guest,/files/projectX.docx,logout,US,True,False,0.34
2025-04-01 11:30:12,u009,Guest,/vpn/connect,upload,DE,False,False,0.22
2025-03-19 04:51:35,u075,Guest,/admin/panel,download,US,False,True,0.74
2025-03-31 01:46:46,u074,Employee,/email/inbox,download,US,True,False,0.66
2025-03-16 09:14:09,u020,Employee,/dev/api,login,IN,False,False,0.32
2025-03-16 15:41:15,u046,Guest,/files/projectX.docx,upload,DE,False,True,0.38
2025-03-27 17:48:55,u034,Contractor,/dev/api,delete,IN,True,False,0.13
2025-03-22 14:35:38,u057,Employee,/admin/panel,logout,CN,False,True,0.33
2025-03-21 21:45:54,u098,Guest,/files/projectX.docx,download,UK,False,False,0.28
2025-04-11 23:27:09,u065,Contractor,/files/projectX.docx,upload,UK,True,True,0.74
2025-03-28 17:00:38,u042,Guest,/files/projectX.docx,delete,IN,True,True,0.78
2025-04-01 04:10:10,u006,Employee,/email/inbox,login,IN,True,False,0.57
2025-04-02 19:38:55,u092,Admin,/files/projectX.docx,upload,DE,True,False,0.82
2025-04-10 06:42:47,u070,Admin,/email/inbox,download,UK,True,True,0.88
2025-03-20 22:43:31,u023,Guest,/dev/api,upload,UK,True,True,0.1
2025-03-28 21:31:36,u083,Admin,/dev/api,login,CN,False,False,0.06
2025-03-20 05:32:48,u004,Employee,/files/projectX.docx,delete,IN,False,False,0.78
2025-04-06 20:40:06,u009,Contractor,/dev/api,download,IN,False,False,0.58
