UserID,Action,Timestamp,AssetID,Risk Score,Success,AssetType,RiskLevel,Role,Department,ZeroTrustPolicy,ControlID,ControlType,Status,MITRE_Tactic,Password Age,Role Risk Weight,Enhanced Risk Score,At Risk
user_38,Login,2025-01-03 12:00:00,asset_66,88,False,Firewall,High,Intern,Marketing,Segregation of Duties,,,,T1071,66,0.3,0.536262061960386,False
user_71,Network Access,2025-01-03 13:00:00,asset_15,100,False,Workstation,Medium,Contractor,HR,Require MFA,,,,,142,0.6,0.7075418994413407,True
user_41,Login,2025-01-03 14:00:00,asset_54,21,False,Router,Low,Contractor,Finance,Segregation of Duties,,,,T1071,142,0.6,0.4681479600474014,False
user_99,Privilege Escalation,2025-01-03 15:00:00,asset_6,10,True,Workstation,High,Contractor,IT,Role-based Access,,,,T1098,143,0.6,0.23593194514982224,False
user_92,Network Access,2025-01-03 16:00:00,asset_70,75,False,Workstation,Medium,Manager,HR,Segregation of Duties,,,,,17,0.7,0.508786185881158,False
user_32,Login,2025-01-03 17:00:00,asset_74,64,False,Server,Low,Manager,Sales,Segregation of Duties,,,,T1071,47,0.7,0.5089724056204503,False
user_57,Privilege Escalation,2025-01-03 18:00:00,asset_96,81,True,Switch,Medium,Employee,IT,Role-based Access,,,,T1098,71,0.5,0.3539698662603691,False
user_50,Network Access,2025-01-03 19:00:00,asset_21,4,False,Server,Low,Contractor,Finance,Least Privilege,control_2,Least Privilege,Enabled,,142,0.6,0.4166328085322499,False
user_96,File Access,2025-01-03 20:00:00,asset_5,30,False,Endpoint,High,Manager,Marketing,Role-based Access,,,,T1086,80,0.7,0.4428136109700356,False
user_61,Privilege Escalation,2025-01-03 21:00:00,asset_78,97,True,Router,High,Employee,Marketing,Segregation of Duties,,,,T1098,151,0.5,0.49184018960555276,False
user_77,File Access,2025-01-03 22:00:00,asset_98,93,False,Database,Low,Manager,IT,Role-based Access,,,,T1086,30,0.7,0.5778567800914169,False
user_86,Admin Action,2025-01-03 23:00:00,asset_69,22,True,Firewall,High,Employee,Finance,Require MFA,,,,T1071,169,0.5,0.28467919417640086,False
user_49,Admin Action,2025-01-04 00:00:00,asset_7,73,True,Server,High,Manager,IT,Segregation of Duties,,,,T1071,173,0.7,0.4770272557982056,False
user_85,Admin Action,2025-01-04 01:00:00,asset_69,24,False,Firewall,High,Admin,Marketing,Require MFA,,,,T1071,78,0.9,0.4557304892500424,False
user_48,Admin Action,2025-01-04 02:00:00,asset_28,67,True,Workstation,Medium,Contractor,Sales,Require MFA,,,,T1071,66,0.6,0.3226256983240224,False
user_90,Login,2025-01-04 03:00:00,asset_79,79,True,Database,Medium,Manager,Finance,Least Privilege,control_2,Least Privilege,Enabled,T1071,123,0.7,0.43934315219231423,False
user_45,File Access,2025-01-04 04:00:00,asset_64,90,False,Firewall,Low,Contractor,HR,Least Privilege,control_2,Least Privilege,Enabled,T1086,89,0.6,0.6180209920433384,False
user_65,File Access,2025-01-04 05:00:00,asset_80,61,False,Firewall,Low,Contractor,IT,Role-based Access,,,,T1086,84,0.6,0.5245556119857796,False
user_33,File Access,2025-01-04 06:00:00,asset_16,50,False,Database,Low,Admin,Marketing,Require MFA,,,,T1086,97,0.9,0.5557474183172508,False
user_25,Login,2025-01-04 07:00:00,asset_92,61,True,Workstation,Low,Admin,Sales,Least Privilege,control_2,Least Privilege,Enabled,T1071,23,0.9,0.306399187404774,False
user_6,File Access,2025-01-04 08:00:00,asset_4,50,True,Switch,Low,Admin,HR,Least Privilege,control_2,Least Privilege,Enabled,T1086,142,0.9,0.4060267479261893,False
user_15,Admin Action,2025-01-04 09:00:00,asset_67,89,False,Workstation,High,Employee,Sales,Least Privilege,control_2,Least Privilege,Enabled,T1071,140,0.5,0.6553072625698324,False
user_94,File Access,2025-01-04 10:00:00,asset_10,42,True,Firewall,Medium,Employee,HR,Least Privilege,control_2,Least Privilege,Enabled,T1086,15,0.5,0.17321821567631623,False
user_95,File Access,2025-01-04 11:00:00,asset_44,15,True,Server,High,Contractor,HR,Role-based Access,,,,T1086,92,0.6,0.1941002200778737,False
user_64,Network Access,2025-01-04 12:00:00,asset_2,22,False,Router,Medium,Manager,IT,Least Privilege,control_2,Least Privilege,Enabled,,59,0.7,0.3951074995767733,False
user_62,Admin Action,2025-01-04 13:00:00,asset_4,100,False,Switch,Low,Employee,IT,Role-based Access,,,,T1071,96,0.5,0.6394785847299813,False
user_86,File Access,2025-01-04 14:00:00,asset_49,58,True,Endpoint,Low,Employee,Finance,Require MFA,,,,T1086,180,0.5,0.40606060606060607,False
user_42,Network Access,2025-01-04 15:00:00,asset_33,71,True,Server,Medium,Employee,Sales,Role-based Access,,,,,80,0.5,0.3337227018791265,False
user_38,Privilege Escalation,2025-01-04 16:00:00,asset_43,2,False,Workstation,Low,Intern,Marketing,Segregation of Duties,,,,T1098,134,0.3,0.3516336549856103,False
user_95,Admin Action,2025-01-04 17:00:00,asset_4,22,False,Switch,Low,Contractor,HR,Role-based Access,,,,T1071,110,0.6,0.43542407313357034,False
user_56,Admin Action,2025-01-04 18:00:00,asset_3,15,False,Router,Low,Intern,Sales,Require MFA,,,,T1071,26,0.3,0.2703572033180972,False
user_60,File Access,2025-01-04 19:00:00,asset_8,45,True,Switch,High,Employee,Marketing,Least Privilege,control_2,Least Privilege,Enabled,T1086,98,0.5,0.2750465549348231,False
user_86,Privilege Escalation,2025-01-04 20:00:00,asset_90,44,True,Workstation,High,Employee,Finance,Require MFA,,,,T1098,27,0.5,0.19268664296597257,False
user_20,Privilege Escalation,2025-01-04 21:00:00,asset_41,4,True,Router,High,Contractor,Sales,Least Privilege,control_2,Least Privilege,Enabled,T1098,38,0.6,0.10043169121381412,False
user_99,Login,2025-01-04 22:00:00,asset_18,37,False,Server,Medium,Contractor,IT,Role-based Access,,,,T1071,64,0.6,0.4294819705434231,False
user_90,Network Access,2025-01-04 23:00:00,asset_38,39,False,Endpoint,High,Manager,Finance,Least Privilege,control_2,Least Privilege,Enabled,,95,0.7,0.4868461147790757,False
user_65,Admin Action,2025-01-05 00:00:00,asset_6,44,False,Workstation,High,Contractor,IT,Role-based Access,,,,T1071,54,0.6,0.43952090739800237,False
user_47,Network Access,2025-01-05 01:00:00,asset_88,3,True,Database,Low,Intern,IT,Role-based Access,,,,,87,0.3,0.1021499915354664,False
user_43,Privilege Escalation,2025-01-05 02:00:00,asset_5,32,True,Endpoint,High,Manager,Sales,Role-based Access,,,,T1098,49,0.7,0.2142373455222617,False
user_55,Network Access,2025-01-05 03:00:00,asset_89,63,True,Switch,Medium,Admin,IT,Role-based Access,,,,,82,0.9,0.3783815811748773,False
user_76,File Access,2025-01-05 04:00:00,asset_3,21,False,Router,Low,Manager,Finance,Require MFA,,,,T1086,14,0.7,0.3417978669375317,False
user_61,Network Access,2025-01-05 05:00:00,asset_30,25,False,Router,High,Employee,Marketing,Segregation of Duties,,,,,119,0.5,0.4379041814796005,False
user_16,Privilege Escalation,2025-01-05 06:00:00,asset_55,86,True,Switch,Low,Manager,IT,Role-based Access,,,,T1098,12,0.7,0.3365329270357203,False
user_15,Privilege Escalation,2025-01-05 07:00:00,asset_3,79,True,Router,Low,Employee,Sales,Least Privilege,control_2,Least Privilege,Enabled,T1098,18,0.5,0.2886913831047909,False
user_98,Network Access,2025-01-05 08:00:00,asset_72,7,False,Database,Low,Employee,HR,Least Privilege,control_2,Least Privilege,Enabled,,6,0.5,0.25710174369392247,False
user_30,Login,2025-01-05 09:00:00,asset_56,81,True,Server,High,Contractor,Sales,Role-based Access,,,,T1071,76,0.6,0.3762231251058067,False
user_4,Admin Action,2025-01-05 10:00:00,asset_97,16,True,Router,Low,Contractor,IT,Require MFA,,,,T1071,57,0.6,0.15802437785678008,False
user_29,Admin Action,2025-01-05 11:00:00,asset_9,56,True,Firewall,High,Admin,HR,Least Privilege,control_2,Least Privilege,Enabled,T1071,130,0.9,0.41080074487895724,False
user_21,Login,2025-01-05 12:00:00,asset_99,11,True,Router,Medium,Employee,Marketing,Least Privilege,control_2,Least Privilege,Enabled,T1071,46,0.5,0.11391569324530218,False
user_1,File Access,2025-01-05 13:00:00,asset_51,3,False,Workstation,Low,Admin,IT,Segregation of Duties,,,,T1086,107,0.9,0.4244963602505502,False
user_39,Admin Action,2025-01-05 14:00:00,asset_24,48,True,Router,Medium,Employee,Finance,Least Privilege,control_2,Least Privilege,Enabled,T1071,146,0.5,0.3377687489419333,False
user_88,File Access,2025-01-05 15:00:00,asset_69,72,False,Firewall,High,Intern,Marketing,Least Privilege,control_2,Least Privilege,Enabled,T1086,110,0.3,0.5369392246487219,False
user_26,Privilege Escalation,2025-01-05 16:00:00,asset_80,20,False,Firewall,Low,Employee,Sales,Role-based Access,,,,T1098,59,0.5,0.35571356018283395,False
user_36,Privilege Escalation,2025-01-05 17:00:00,asset_53,75,False,Server,High,Intern,Sales,Require MFA,,,,T1098,89,0.3,0.5225664465887929,False
user_85,File Access,2025-01-05 18:00:00,asset_23,26,False,Firewall,Medium,Admin,Marketing,Require MFA,,,,T1086,54,0.9,0.43497545285254785,False
user_68,Privilege Escalation,2025-01-05 19:00:00,asset_72,11,False,Database,Low,Intern,Marketing,Least Privilege,control_2,Least Privilege,Enabled,T1098,68,0.3,0.30516336549856105,False
user_95,Privilege Escalation,2025-01-05 20:00:00,asset_96,81,True,Switch,Medium,Contractor,HR,Role-based Access,,,,T1098,28,0.6,0.32259184018960557,False
user_43,Network Access,2025-01-05 21:00:00,asset_50,41,True,Router,Medium,Manager,Sales,Role-based Access,,,,,43,0.7,0.23480616218046385,False
user_52,Admin Action,2025-01-05 22:00:00,asset_88,70,True,Database,Low,Admin,Marketing,Least Privilege,control_2,Least Privilege,Enabled,T1071,29,0.9,0.3403758252920265,False
user_45,File Access,2025-01-05 23:00:00,asset_88,4,True,Database,Low,Contractor,HR,Least Privilege,control_2,Least Privilege,Enabled,T1086,50,0.6,0.11383951244286439,False
user_56,Login,2025-01-06 00:00:00,asset_51,40,True,Workstation,Low,Intern,Sales,Require MFA,,,,T1071,15,0.3,0.13382427628237686,False
user_100,Network Access,2025-01-06 01:00:00,asset_12,32,True,Switch,High,Intern,Sales,Segregation of Duties,,,,,12,0.3,0.10622989673269004,False
user_18,Login,2025-01-06 02:00:00,asset_78,89,False,Router,High,Intern,IT,Role-based Access,,,,T1071,175,0.3,0.6610800744878957,False
user_79,File Access,2025-01-06 03:00:00,asset_9,57,False,Firewall,High,Contractor,Sales,Require MFA,,,,T1086,168,0.6,0.6062891484679194,False
user_46,File Access,2025-01-06 04:00:00,asset_83,2,False,Endpoint,High,Manager,Finance,Least Privilege,control_2,Least Privilege,Enabled,T1086,38,0.7,0.3110377518198747,False
user_88,Admin Action,2025-01-06 05:00:00,asset_47,5,False,Switch,High,Intern,Marketing,Least Privilege,control_2,Least Privilege,Enabled,T1071,123,0.3,0.3484340612832233,False
user_66,Network Access,2025-01-06 06:00:00,asset_11,40,False,Switch,Medium,Employee,Sales,Require MFA,,,,,65,0.5,0.4230235314034197,False
user_47,File Access,2025-01-06 07:00:00,asset_90,92,True,Workstation,High,Intern,IT,Role-based Access,,,,T1086,48,0.3,0.32827154223802274,False
user_61,Admin Action,2025-01-06 08:00:00,asset_33,4,False,Server,Medium,Employee,Marketing,Segregation of Duties,,,,T1071,42,0.5,0.2882342982901642,False
user_22,Admin Action,2025-01-06 09:00:00,asset_81,62,True,Database,High,Intern,Finance,Least Privilege,control_2,Least Privilege,Enabled,T1071,122,0.3,0.3200440155747418,False
user_8,File Access,2025-01-06 10:00:00,asset_78,11,False,Router,High,Contractor,HR,Require MFA,,,,T1086,12,0.6,0.2925935330963264,False
user_27,Admin Action,2025-01-06 11:00:00,asset_3,97,True,Router,Low,Admin,HR,Least Privilege,control_2,Least Privilege,Enabled,T1071,109,0.9,0.5115794819705435,False
user_80,Login,2025-01-06 12:00:00,asset_62,54,True,Workstation,Low,Manager,IT,Segregation of Duties,,,,T1071,123,0.7,0.36358557643473843,False
user_54,File Access,2025-01-06 13:00:00,asset_6,40,False,Workstation,High,Contractor,IT,Segregation of Duties,,,,T1086,133,0.6,0.5156678517013713,False
user_6,File Access,2025-01-06 14:00:00,asset_45,46,False,Router,High,Admin,HR,Least Privilege,control_2,Least Privilege,Enabled,T1086,147,0.9,0.5994921279837482,False
user_72,Admin Action,2025-01-06 15:00:00,asset_70,22,True,Workstation,Medium,Admin,HR,Require MFA,,,,T1071,141,0.9,0.32006094464195023,False
user_93,Network Access,2025-01-06 16:00:00,asset_30,92,False,Router,High,Admin,Finance,Role-based Access,,,,,126,0.9,0.7154223802268496,True
user_12,Network Access,2025-01-06 17:00:00,asset_83,10,True,Endpoint,High,Manager,Finance,Segregation of Duties,,,,,155,0.7,0.26600643304553917,False
user_3,Login,2025-01-06 18:00:00,asset_50,55,False,Router,Medium,Contractor,Marketing,Require MFA,,,,T1071,133,0.6,0.5611223971559167,False
user_5,Admin Action,2025-01-06 19:00:00,asset_21,93,True,Server,Low,Admin,HR,Require MFA,,,,T1071,140,0.9,0.5340951413577112,False
user_74,Privilege Escalation,2025-01-06 20:00:00,asset_53,83,True,Server,High,Employee,Marketing,Require MFA,,,,T1098,44,0.5,0.32986287455561203,False
user_9,Privilege Escalation,2025-01-06 21:00:00,asset_18,39,False,Server,Medium,Contractor,IT,Role-based Access,,,,T1098,153,0.6,0.534983917386152,False
user_97,Privilege Escalation,2025-01-06 22:00:00,asset_30,18,False,Router,High,Employee,IT,Least Privilege,control_2,Least Privilege,Enabled,T1098,37,0.5,0.3250719485356357,False
user_90,Network Access,2025-01-06 23:00:00,asset_22,98,False,Endpoint,High,Manager,Finance,Least Privilege,control_2,Least Privilege,Enabled,,25,0.7,0.5874217030641611,False
user_5,Admin Action,2025-01-07 00:00:00,asset_2,39,False,Router,Medium,Admin,HR,Require MFA,,,,T1071,53,0.9,0.47325207381073303,False
user_46,Admin Action,2025-01-07 01:00:00,asset_61,52,False,Firewall,Low,Manager,Finance,Least Privilege,control_2,Least Privilege,Enabled,T1071,11,0.7,0.43238530556966315,False
user_51,Privilege Escalation,2025-01-07 02:00:00,asset_94,63,True,Workstation,Medium,Admin,Sales,Require MFA,,,,T1098,69,0.9,0.3638564415100729,False
user_86,Admin Action,2025-01-07 03:00:00,asset_69,67,False,Firewall,High,Employee,Finance,Require MFA,,,,T1071,64,0.5,0.5037243947858474,False
user_57,Login,2025-01-07 04:00:00,asset_2,90,True,Router,Medium,Employee,IT,Role-based Access,,,,T1071,132,0.5,0.4493990181141019,False
user_36,Privilege Escalation,2025-01-07 05:00:00,asset_75,1,False,Server,Low,Intern,Sales,Require MFA,,,,T1098,150,0.3,0.3664804469273743,False
user_65,Network Access,2025-01-07 06:00:00,asset_34,72,False,Switch,Low,Contractor,IT,Role-based Access,,,,,74,0.6,0.546715760961571,False
user_93,Privilege Escalation,2025-01-07 07:00:00,asset_95,62,False,Workstation,Medium,Admin,Finance,Role-based Access,,,,T1098,163,0.9,0.6658540714406636,False
user_29,File Access,2025-01-07 08:00:00,asset_53,8,False,Server,High,Admin,HR,Least Privilege,control_2,Least Privilege,Enabled,T1086,160,0.9,0.4988657524970374,False
user_64,Network Access,2025-01-07 09:00:00,asset_6,88,True,Workstation,High,Manager,IT,Least Privilege,control_2,Least Privilege,Enabled,,90,0.7,0.42974437108515323,False
user_83,Network Access,2025-01-07 10:00:00,asset_32,46,True,Router,High,Admin,IT,Least Privilege,control_2,Least Privilege,Enabled,,124,0.9,0.3737938039614017,False
user_68,Network Access,2025-01-07 11:00:00,asset_40,74,True,Database,Low,Intern,Marketing,Least Privilege,control_2,Least Privilege,Enabled,,54,0.3,0.2804299983070933,False
user_56,Privilege Escalation,2025-01-07 12:00:00,asset_68,49,False,Router,Medium,Intern,Sales,Require MFA,,,,T1098,122,0.3,0.4806500761808024,False
user_7,Privilege Escalation,2025-01-07 13:00:00,asset_27,94,True,Switch,Medium,Manager,Finance,Least Privilege,control_2,Least Privilege,Enabled,T1098,92,0.7,0.4501608261384798,False
user_79,File Access,2025-01-07 14:00:00,asset_40,98,True,Database,Low,Contractor,Sales,Require MFA,,,,T1086,73,0.6,0.42438632131369564,False
user_97,Admin Action,2025-01-07 15:00:00,asset_21,10,True,Server,Low,Employee,IT,Least Privilege,control_2,Least Privilege,Enabled,T1071,121,0.5,0.1946842728965634,False
user_9,File Access,2025-01-07 16:00:00,asset_1,86,False,Switch,High,Contractor,IT,Role-based Access,,,,T1086,113,0.6,0.6327154223802268,False
user_23,Admin Action,2025-01-07 17:00:00,asset_33,87,False,Server,Medium,Admin,Sales,Role-based Access,,,,T1071,170,0.9,0.7494328762485187,True
user_71,Login,2025-01-07 18:00:00,asset_74,4,True,Server,Low,Contractor,HR,Require MFA,,,,T1071,6,0.6,0.06467750126968004,False
user_16,Privilege Escalation,2025-01-07 19:00:00,asset_36,49,True,Router,Low,Manager,IT,Role-based Access,,,,T1098,111,0.7,0.33502624005417303,False
user_31,File Access,2025-01-07 20:00:00,asset_13,19,False,Switch,Medium,Employee,Marketing,Role-based Access,,,,T1086,70,0.5,0.36497375994582704,False
user_92,Admin Action,2025-01-07 21:00:00,asset_49,77,True,Endpoint,Low,Manager,HR,Segregation of Duties,,,,T1071,45,0.7,0.3461317081428813,False
user_88,Network Access,2025-01-07 22:00:00,asset_28,89,False,Workstation,Medium,Intern,Marketing,Least Privilege,control_2,Least Privilege,Enabled,,173,0.3,0.6588454376163875,False
user_47,Login,2025-01-07 23:00:00,asset_59,47,False,Endpoint,Medium,Intern,IT,Role-based Access,,,,T1071,152,0.3,0.508109023192822,False
user_7,File Access,2025-01-08 00:00:00,asset_11,39,False,Switch,Medium,Manager,Finance,Least Privilege,control_2,Least Privilege,Enabled,T1086,137,0.7,0.5337734890807517,False
